,Unnamed: 0,userId,gameId,rating,timestamp,status
68572,2792704,39868,5048,1.0,2008-06-01,Prev. Owned
112208,4392834,61334,5,7.0,2004-12-01,Owned
44845,1859391,26758,5,6.0,2018-11-01,
125315,5012277,59306,17278,8.0,2011-12-01,
13127,545724,7931,42,2.0,2009-09-01,
78917,3162125,44688,13551,5.0,2012-10-01,Prev. Owned
61241,2498088,35650,1382,9.0,2011-04-01,Owned
73442,2972122,42207,118,7.0,2015-01-01,Owned
39495,1626958,23515,491,10.0,2007-02-01,
1387,60263,882,49,7.0,2007-01-01,Owned Want To Play
95821,3783398,53136,1345,8.5,2004-07-01,
44993,1866227,26853,118,7.5,2007-08-01,Wishlist(3)  (Like to have)
24890,1021369,14808,256,7.0,2010-09-01,
49111,2036995,29334,1198,7.0,2011-11-01,Owned For Trade
62777,2551721,36380,16772,6.0,2008-07-01,
101293,3992600,56024,8571,1.0,2010-08-01,
94820,3746562,52640,1115,8.75,2005-09-01,
109883,4306515,60195,105,7.0,2007-04-01,Owned
99133,3911461,54962,1353,7.0,2005-02-01,Owned
64314,2606561,37128,5,8.0,2008-01-01,Owned
83120,3315694,46740,5716,6.5,2011-02-01,
11085,459895,6719,5,6.0,2008-01-01,Owned For Trade
3775,165718,2496,1410,3.0,2021-06-01,Owned
9705,401710,5916,9217,7.5,2010-11-01,
98439,3883238,54552,2393,9.0,2007-04-01,Owned
83142,3316706,46757,904,3.0,2011-08-01,
118841,4639983,64679,1198,9.0,2019-08-01,
30395,1253600,18063,1198,6.0,2007-01-01,Owned
56044,2310363,33141,9342,7.0,2004-12-01,
7965,330392,4906,5,8.2,2005-10-01,
40751,1678458,24201,5,6.0,2013-03-01,Owned
65432,2659157,37919,7633,5.0,2018-03-01,Owned
35772,1475029,21346,13308,6.0,2013-02-01,
28008,1149786,16591,2425,4.0,2020-01-01,
9734,402903,5934,11050,10.0,2008-12-01,
21197,869610,12630,12942,7.0,2010-11-01,Owned
99780,3938779,55320,118,8.0,2010-11-01,Owned
40999,1687509,24317,13551,6.0,2013-11-01,
93255,3690506,51906,196,8.0,2010-03-01,Owned
107387,4207791,58865,105,6.0,2008-10-01,
59827,2447596,35001,42,8.0,2010-04-01,Owned
3344,147566,2224,12002,6.0,2011-04-01,
121984,4765354,66396,3510,2.0,2005-04-01,
110946,4345549,60712,16395,7.0,2018-04-01,Owned For Trade
102575,4037530,56634,4610,6.0,2014-10-01,
47259,1965352,28323,1543,6.0,2008-01-01,Owned
65426,2658795,37913,1198,7.0,2007-10-01,Owned
24125,985761,14288,1231,6.0,2012-08-01,
111935,4383178,61227,1231,8.0,2008-12-01,
27591,1133805,16371,10816,1.0,2015-11-01,
97913,3862842,54225,12942,6.0,2015-03-01,Owned
56036,2310171,33138,1198,5.0,2020-02-01,
5980,248974,3676,4192,6.0,2004-02-01,Owned
449,17507,242,1142,5.0,2007-12-01,
20001,819083,11912,805,5.0,2015-07-01,Prev. Owned
67804,2759643,39411,814,5.5,2011-04-01,Owned
124262,4913380,10879,5808,8.0,2004-06-01,
67493,2747184,39222,2818,6.0,2011-12-01,
16605,689361,10081,13308,8.0,2010-01-01,Owned
99363,3920468,55070,2087,7.0,2015-01-01,
125544,5031030,252,2797,9.0,2002-10-01,Owned
67634,2752452,39299,105,5.0,2007-02-01,Owned
110728,4336702,60588,9910,8.0,2011-12-01,Owned
48629,2018809,29109,5,5.0,2009-04-01,
15955,668838,9800,42,7.0,2006-02-01,Owned
58230,2387442,34198,27,9.0,2008-06-01,Owned
24560,1008155,14620,9342,6.0,2008-12-01,
35174,1453340,21011,223,7.0,2017-07-01,
104932,4120322,57726,3616,4.0,2010-12-01,
41831,1722824,24811,1234,3.0,2001-06-01,
114654,4482355,62542,4041,5.0,2008-05-01,Owned
31391,1291930,18660,12002,8.0,2018-06-01,Owned
26316,1079403,15614,1231,7.0,2009-05-01,
64778,2631932,37497,1382,5.0,2008-07-01,Owned
107147,4198640,58729,8170,6.0,2007-08-01,
55326,2282745,32758,11634,7.0,2009-12-01,
13945,581160,8489,2888,7.0,2010-04-01,Prev. Owned
120134,4691148,65349,986,7.0,2009-11-01,Owned
38665,1594972,23060,3409,9.5,2005-01-01,
122647,4790361,66715,1382,6.0,2005-01-01,
46944,1952227,28124,5,7.0,2008-04-01,Owned
3888,169583,2542,814,5.0,2015-01-01,Owned
87655,3482269,49056,16499,6.0,2005-11-01,
25311,1039536,15059,1382,10.0,2016-08-01,Owned
1740,75970,1129,42,7.0,2020-07-01,
49815,2065281,29752,12942,5.0,2016-10-01,Owned
80093,3203964,45215,9217,8.0,2007-09-01,
54686,2256276,32396,12902,8.0,2021-01-01,Owned
101323,3993335,56032,9342,7.0,2007-07-01,Owned
10580,438668,6424,12942,8.0,2014-05-01,Owned
87432,3474375,48948,12942,5.0,2012-08-01,Owned
39717,1635012,23605,753,7.0,2009-08-01,Owned
119045,4648288,64803,1234,8.0,2014-11-01,Owned
56481,2325591,33355,3864,6.5,2006-09-01,Owned
104340,4096608,57386,105,6.0,2016-08-01,
62498,2540407,36232,12002,7.0,2014-02-01,Owned
49988,2072264,29856,5,9.0,2008-07-01,Wishlist(4)  (Thinking about it)
111849,4380654,61191,2879,4.0,2020-04-01,Prev. Owned
80001,3199460,45149,2307,6.0,2014-01-01,Owned
21473,883274,12855,983,6.0,2008-11-01,Owned
55383,2285185,32792,105,5.1,2009-12-01,
56225,2316719,33231,12002,8.0,2014-01-01,Owned
115953,4538351,63313,42,9.0,2015-06-01,
36741,1515928,21944,118,6.0,2008-04-01,
32462,1336917,19345,12942,7.0,2006-11-01,
79839,3192511,45072,1345,8.5,2004-11-01,
19684,805963,11734,16499,1.0,2019-04-01,Prev. Owned
37900,1564254,22666,1198,7.0,2009-02-01,Owned
98980,3905009,54875,5048,1.0,2015-07-01,
54770,2259752,32432,1353,7.0,2013-07-01,
67125,2729431,38948,3864,7.5,2005-04-01,Owned
17310,714952,10452,16440,10.0,2020-01-01,
97518,3848285,53999,5,8.0,2010-12-01,Owned
57735,2370509,33963,14054,7.0,2020-07-01,For Trade
40587,1670755,24090,5,7.0,2019-08-01,Owned
122823,4797920,66829,805,6.0,2009-06-01,Owned
1856,81300,1217,105,7.92,2007-10-01,
20527,843707,12262,1198,7.0,2011-02-01,Owned
61988,2523973,36018,904,7.0,2008-04-01,Owned
68971,2805964,40029,1382,6.0,2006-04-01,
100127,3951698,55494,3737,2.0,2018-03-01,
106258,4169065,58367,986,5.0,2021-01-01,
70345,2865796,40788,17405,10.0,2017-12-01,Owned
124723,4958357,51651,13291,4.0,2010-02-01,Owned
95187,3759007,52805,5048,2.0,2018-06-01,Owned
54733,2257967,32414,13308,6.5,2016-02-01,
944,41251,606,5,8.0,2010-09-01,Owned
23995,978847,14181,12962,7.0,2013-04-01,
124747,4960459,59012,1032,3.0,2014-05-01,Owned
39531,1627782,23521,805,7.0,2021-10-01,Owned
62747,2549792,36360,16366,5.4,2009-11-01,Prev. Owned
53551,2212725,31805,759,5.0,2006-10-01,
81129,3241457,45746,9910,8.0,2013-01-01,Owned
103774,4075932,57120,1942,7.0,2007-02-01,
69320,2820947,40236,5048,1.0,2015-12-01,
22913,938472,13646,3801,8.0,2004-12-01,Owned
91556,3626207,51038,9203,8.0,2013-02-01,Owned
25859,1059806,15331,3510,2.0,2006-07-01,
119892,4682367,65245,5,6.0,2019-09-01,
13648,569279,8295,12002,5.5,2014-07-01,
68296,2780758,39681,491,6.0,2007-11-01,
80431,3216477,45407,1115,6.0,2017-10-01,
98319,3878400,54471,1382,8.0,2009-05-01,
65122,2645090,37702,5,7.5,2021-06-01,Want In Trade
7154,295356,4357,5,8.0,2018-12-01,Owned
95156,3757934,52790,12942,7.0,2012-04-01,Owned
90221,3576443,50349,16395,7.0,2011-05-01,
10240,424389,6220,904,8.0,2007-07-01,
113146,4424415,61753,5,7.0,2016-03-01,Owned
43186,1786673,25701,5234,5.0,2007-07-01,Owned
18124,748554,10950,2393,7.0,2019-05-01,Owned
73824,2985504,42374,3837,8.0,2004-07-01,Owned
106693,4184201,58551,1410,2.0,2011-08-01,Owned
63637,2581843,36805,10816,4.4,2015-07-01,Owned
11980,500531,7324,3125,5.0,2012-06-01,
40687,1675731,24168,5,5.75,2018-07-01,
7368,306688,4541,16395,6.0,2018-01-01,
34263,1416838,20513,10997,7.0,2009-10-01,Owned
126806,5153158,9295,42,7.3,2019-08-01,
70251,2861584,40726,16395,9.0,2021-01-01,Owned
121379,4741729,66053,17405,9.0,2021-03-01,Owned
90338,3579952,50391,9217,7.0,2009-10-01,Owned
779,33603,478,10997,7.0,2009-04-01,
110815,4339731,60634,12002,6.0,2010-04-01,Owned For Trade
1008,42641,621,11901,3.0,2009-06-01,
123368,4829293,16854,13291,7.0,2006-08-01,Owned
99530,3927874,55155,5957,6.0,2004-03-01,Owned
11396,474048,6935,42,8.2,2008-04-01,Owned
9677,400720,5900,118,7.0,2018-01-01,Owned
49940,2069729,29828,9217,7.0,2006-07-01,Owned
18851,773670,11301,16000,8.0,2008-11-01,Owned
52779,2183772,31433,1410,1.0,2018-11-01,
45520,1892361,27241,12002,9.0,2010-08-01,Owned
63861,2589344,36894,8170,4.0,2012-01-01,
100229,3955125,55538,5,7.3,2014-11-01,Prev. Owned
76501,3075375,43536,13308,6.5,2008-07-01,
45682,1897894,27310,1032,8.0,2004-10-01,
34661,1434152,20738,132,8.0,2002-02-01,
87234,3468126,48866,12962,8.0,2016-06-01,Owned
111853,4380887,61198,42,7.0,2007-01-01,Prev. Owned
75573,3040425,43116,12002,5.0,2006-08-01,Prev. Owned
3761,165207,2487,42,7.0,2008-03-01,
49257,2042373,29427,42,8.0,2009-05-01,
13012,540175,7861,42,9.0,2009-04-01,Owned
96855,3822153,53653,2425,5.0,2020-03-01,Owned
27958,1148250,16565,1115,9.0,2011-01-01,
118590,4632580,64566,1345,7.5,2004-12-01,
81806,3268600,46119,3352,4.0,2003-08-01,
119149,4653201,64870,16366,4.0,2016-06-01,Owned
30506,1257729,18108,4815,3.0,2014-08-01,
116683,4561420,63617,5,9.0,2014-04-01,
54340,2242797,32222,5,7.0,2013-10-01,
4747,202352,3005,12002,6.0,2008-10-01,
18968,778261,11356,10816,6.8,2015-02-01,
62242,2531472,36137,105,6.5,2008-09-01,Prev. Owned
86564,3442662,48484,8593,7.0,2004-09-01,
14915,623027,9099,805,7.0,2015-12-01,
72512,2941356,41786,12942,4.0,2014-08-01,
64987,2640522,37624,1234,6.0,2017-01-01,Owned
14151,590305,8602,759,4.0,2002-05-01,Owned
18031,744108,10883,42,9.0,2018-01-01,Owned
75902,3055344,43293,825,5.0,2002-09-01,
111396,4363593,60960,3737,6.0,2017-10-01,
89406,3547516,49936,2879,7.0,2019-06-01,Owned
38932,1605083,23209,2425,3.0,2019-01-01,
99406,3922204,55089,2087,6.0,2017-05-01,Owned
12001,501266,7335,5,7.0,2020-12-01,Owned
12343,514984,7524,1198,6.0,2020-03-01,
99825,3940773,55340,10997,7.0,2013-12-01,
46759,1945092,28024,8069,8.0,2011-06-01,Owned For Trade
26114,1070288,15471,11865,8.0,2012-01-01,Owned
96769,3818856,53600,464,7.0,2006-07-01,
100852,3977755,55838,814,6.0,2014-11-01,Owned
78799,3158260,44634,118,9.0,2020-11-01,Owned
11175,465114,6804,12942,6.0,2014-06-01,Owned
28338,1163964,16804,5,9.5,2012-08-01,Owned
42619,1760046,25339,9203,7.0,2009-05-01,
33329,1375084,19900,2633,8.0,2020-01-01,
92273,3656754,51455,5,8.0,2009-02-01,Owned For Trade
115474,4518999,63035,12942,6.0,2015-01-01,Owned
1347,58579,848,5534,7.0,2005-12-01,Wishlist(1)  (Must have)
122032,4766948,66416,14441,7.0,2011-06-01,
77338,3107037,43932,1751,4.0,2003-10-01,Owned
82579,3295147,46462,14808,7.0,2009-05-01,Prev. Owned
47003,1954306,28145,196,2.0,2012-02-01,
71371,2900578,41238,904,6.0,2009-07-01,Prev. Owned
59353,2430156,34770,118,7.0,2014-01-01,
57354,2357796,33790,4529,6.0,2004-10-01,
103565,4069122,57032,1115,4.0,2004-10-01,
47811,1986386,28644,6932,1.0,2020-12-01,
48689,2021164,29151,5699,8.0,2006-03-01,
101588,4002849,56155,9203,6.0,2008-11-01,
116453,4553909,63525,12002,10.0,2016-12-01,
122888,4800530,66856,1198,6.0,2016-05-01,Prev. Owned
43038,1779162,25597,42,9.0,2004-06-01,
44773,1854961,26690,2818,6.0,2021-12-01,Owned
26916,1105406,15959,814,8.0,2017-06-01,Owned
88448,3510360,49415,904,8.0,2009-05-01,Prev. Owned
65182,2647672,37730,256,8.0,2007-08-01,
69432,2825611,40291,371,7.0,2019-10-01,Owned
91354,3617795,50902,256,6.0,2007-10-01,Owned
64558,2619568,37311,17405,9.0,2020-04-01,Owned
126012,5077944,10716,6506,7.0,2006-01-01,
64929,2638447,37600,5,7.0,2011-06-01,
55886,2304628,33061,118,8.0,2007-08-01,
45092,1871012,26929,5,7.0,2007-12-01,
92619,3665805,51564,1509,6.0,2011-11-01,
49808,2064972,29748,911,10.0,2017-03-01,
29342,1207238,17388,12942,7.0,2015-01-01,Owned
4363,188150,2794,10997,7.0,2009-04-01,For Trade
45535,1892787,27246,1345,5.0,2009-03-01,
121650,4752841,66205,105,6.5,2012-02-01,Owned
90900,3600666,50678,42,10.0,2018-10-01,Owned
100496,3965076,55685,9342,7.0,2010-10-01,Owned
17243,713237,10426,986,7.0,2002-12-01,Owned
30705,1265956,18221,5716,7.0,2003-07-01,
75098,3024498,42908,1231,8.0,2004-10-01,Owned
67103,2727739,38926,5048,3.0,2020-01-01,
127555,5230012,1432,8485,9.0,2006-11-01,Owned
20460,841209,12223,943,6.0,2018-11-01,Owned
119559,4668690,65080,12942,8.0,2015-10-01,Owned
9027,371267,5483,1115,7.0,2008-02-01,
65207,2649106,37764,3510,6.0,2016-02-01,Owned
70675,2878160,40929,5942,7.0,2006-05-01,Owned
53066,2193845,31556,2757,5.0,2014-01-01,Prev. Owned
106729,4185504,58574,2425,4.0,2017-01-01,
71241,2895377,41143,12942,8.5,2015-12-01,Owned
119673,4674602,65157,2781,5.0,2017-08-01,Owned
6777,280862,4127,3737,3.0,2016-03-01,Owned
61894,2521442,35994,2425,5.0,2021-03-01,Owned
62630,2544703,36285,118,8.0,2011-08-01,
97181,3835037,53807,42,8.0,2005-12-01,Prev. Owned
33549,1385006,20073,17405,9.0,2021-09-01,
2977,132768,2008,5367,4.0,2009-06-01,Owned
52371,2166303,31172,986,5.0,2003-10-01,Owned
48432,2011225,29008,12942,7.5,2014-12-01,Owned
33844,1397953,20261,6932,2.0,2011-01-01,Owned
61496,2507353,35804,2425,7.0,2015-07-01,Owned
71539,2906191,41311,42,7.0,2017-12-01,
95192,3759382,52811,12002,5.5,2018-06-01,Prev. Owned
102608,4038822,56644,639,5.0,2006-05-01,
91264,3614743,50854,5716,6.5,2016-05-01,
20112,825051,12010,1231,7.0,2014-02-01,
31167,1282814,18489,11634,2.0,2008-08-01,
111656,4373563,61111,904,8.0,2020-11-01,Owned
100968,3982172,55887,16395,7.0,2017-08-01,Owned
29726,1228078,17708,16772,8.0,2007-06-01,
110624,4332665,60530,5,6.8,2016-01-01,
17402,718972,10517,420,8.5,2012-05-01,
21501,884566,12881,5457,8.0,2016-09-01,Owned
15240,636534,9311,1234,4.0,2012-08-01,Owned
112103,4387949,61284,5,7.0,2021-11-01,Owned
13458,560798,8153,9217,7.5,2011-03-01,Prev. Owned
83266,3320751,46818,3837,6.0,2013-12-01,Prev. Owned
96563,3810981,53482,42,8.0,2011-12-01,Owned
32399,1334217,19299,42,7.0,2009-12-01,
40788,1679755,24214,5716,7.0,2008-04-01,
80155,3205521,45236,592,6.0,2011-01-01,
123527,4843725,4601,13291,8.0,2006-01-01,
46814,1946773,28046,1410,4.0,2017-08-01,Owned
34699,1435430,20754,2393,8.0,2017-07-01,Owned
82745,3300004,46518,105,4.0,2007-11-01,
119722,4676386,65177,5,8.2,2009-12-01,
23061,942864,13695,14441,5.0,2016-08-01,
123525,4843454,65611,13393,6.0,2007-07-01,
59323,2428772,34748,264,8.0,2005-11-01,
34602,1431842,20700,4610,5.0,2013-06-01,
67888,2764427,39471,2425,3.0,2009-05-01,
78667,3152490,44563,9217,7.0,2009-06-01,
122140,4770095,66455,42,9.0,2003-07-01,Owned
111594,4371679,61090,12942,5.0,2018-02-01,Owned
46651,1941379,27968,1037,8.0,2012-07-01,
11668,487570,7131,5677,9.0,2005-08-01,Owned
61543,2509316,35839,9342,6.0,2005-02-01,Owned
21358,878207,12773,5,7.0,2021-12-01,
102441,4032342,56558,2425,2.0,2011-07-01,Owned
32315,1330878,19251,42,8.0,2016-04-01,Owned
93518,3700727,52016,14634,10.0,2020-04-01,
27718,1137749,16421,42,8.0,2010-02-01,Owned
96077,3794469,53281,42,5.0,2011-05-01,Prev. Owned
62470,2539115,36219,5,7.0,2014-02-01,For Trade
111133,4353128,60804,1198,7.0,2003-07-01,Owned
60804,2483855,35450,3095,6.75,2009-08-01,Prev. Owned
96761,3818489,53595,5,7.0,2019-03-01,
96946,3825009,53690,9139,7.0,2012-12-01,Owned
1778,77783,1169,118,8.3,2009-11-01,Owned
116458,4554102,63527,16366,5.0,2009-11-01,
79358,3178361,44896,3608,7.0,2007-07-01,Owned
66891,2719177,38806,7222,5.0,2007-11-01,Owned
120701,4715702,65700,105,6.0,2014-10-01,Prev. Owned
117004,4572767,63758,264,10.0,2009-06-01,Prev. Owned Want In Trade Wishlist(3)  (Like to have)
47251,1965204,28317,1198,6.0,2019-06-01,
109133,4275768,59781,1198,7.0,2013-05-01,Owned
105778,4150654,58141,42,6.0,2019-11-01,Prev. Owned
119233,4657775,64929,118,6.0,2017-04-01,
93849,3713947,52204,1115,6.8,2013-02-01,Owned
21114,866878,12586,256,8.0,2005-02-01,Owned
127039,5176214,30446,17278,7.0,2011-08-01,Owned
60346,2468151,35258,146,4.0,2017-07-01,Owned
125964,5073285,15083,7222,8.0,2013-06-01,Owned
77988,3127603,44216,3820,1.0,2007-11-01,Owned
61771,2518179,35962,2425,3.0,2019-08-01,
23530,959655,13933,49,7.5,2003-09-01,Owned
44812,1856813,26716,118,7.0,2009-08-01,Owned
30666,1264391,18202,11929,7.0,2012-02-01,Owned
64224,2603890,37087,1410,4.0,2021-09-01,
46303,1925984,27739,105,7.0,2019-07-01,
115542,4521843,63085,986,6.75,2014-01-01,Prev. Owned
105370,4135595,57935,10997,6.0,2008-05-01,
39028,1607358,23235,3737,2.0,2009-12-01,Prev. Owned
119270,4659578,64954,42,8.0,2007-03-01,Owned
52310,2164457,31139,105,7.0,2011-07-01,
93890,3715106,52225,3608,6.0,2005-01-01,Owned
86192,3426551,48236,42,10.0,2019-08-01,
15169,633129,9263,2425,3.5,2009-05-01,Owned
94892,3748650,52663,4769,7.2,2006-07-01,Owned
74900,3019276,42847,10997,8.5,2010-02-01,
76540,3077180,43555,132,6.0,2001-06-01,Owned
122917,4803243,66902,12902,9.0,2007-03-01,
82916,3306551,46616,6932,2.0,2007-04-01,
25687,1053366,15247,5,6.0,2010-02-01,Owned
70853,2884084,40998,105,6.0,2006-03-01,Owned
81563,3259280,45987,9203,5.0,2011-04-01,Owned
5291,221922,3277,5289,7.0,2007-03-01,Owned
79411,3179716,44912,5716,7.0,2008-02-01,Owned
22259,914126,13303,9217,6.5,2014-11-01,
84465,3363840,47370,592,8.0,2009-08-01,
125821,5058368,65496,2797,7.0,2014-09-01,Owned
96914,3823830,53676,118,5.0,2019-07-01,
123015,4807069,66946,4192,9.0,2016-05-01,Owned
21482,883708,12864,7470,7.0,2012-01-01,Owned
67051,2725624,38900,12902,7.0,2019-09-01,
119340,4661208,64971,11901,2.0,2009-01-01,
12685,527583,7682,256,5.0,2019-12-01,Prev. Owned
59232,2426185,34722,9217,7.0,2008-01-01,
104500,4104694,57487,42,7.5,2006-12-01,
83003,3310319,46665,1800,7.0,2013-03-01,Prev. Owned
72795,2950352,41924,2425,4.0,2009-10-01,Prev. Owned
80187,3206588,45256,12942,7.0,2013-03-01,Prev. Owned
90026,3569567,50257,2425,6.0,2020-03-01,Owned
88053,3496813,49238,5,6.0,2006-10-01,Owned
70483,2870980,40852,11634,1.0,2017-04-01,
93924,3716376,52243,9203,7.0,2013-03-01,
20776,853455,12400,13551,8.0,2005-04-01,
123285,4823043,67019,2425,5.0,2020-09-01,
28553,1174790,16952,12942,7.0,2015-06-01,Wishlist(4)  (Thinking about it)
126929,5165930,53654,13291,6.0,2015-01-01,Owned For Trade
80606,3223379,45501,264,6.0,2007-03-01,Owned
27759,1140124,16458,16499,5.0,2015-03-01,
24258,993625,14408,1032,7.0,2006-02-01,
115984,4539636,63328,1403,7.3,2021-11-01,Owned
105699,4146699,58091,2079,5.0,2003-06-01,Owned
27057,1112353,16057,14634,7.0,2021-04-01,
21777,896452,13055,904,7.5,2008-08-01,
40580,1670481,24088,2425,3.0,2017-09-01,
71203,2894241,41123,196,8.0,2011-01-01,
87972,3493536,49198,5,6.3,2011-01-01,Wishlist(4)  (Thinking about it)
12339,514914,7524,256,6.0,2020-03-01,
106498,4177514,58476,1198,6.0,2015-03-01,
55302,2281798,32743,1198,2.0,2012-06-01,
124152,4901238,56047,5808,5.5,2011-01-01,Owned
91169,3611767,50812,2425,5.0,2010-03-01,Owned
106076,4162776,58296,7249,6.0,2009-07-01,
30896,1271974,18319,8485,7.6,2016-04-01,Owned
73411,2970798,42180,5,8.0,2015-05-01,Prev. Owned
73799,2984986,42368,464,5.8,2010-12-01,Owned
87476,3475916,48973,5,8.0,2002-06-01,Owned
43441,1796567,25838,3644,4.0,2012-05-01,
104378,4099025,57418,3139,4.0,2007-11-01,
35639,1469186,21258,289,8.0,2017-03-01,Owned
41894,1726067,24862,1410,6.0,2021-09-01,Owned
98245,3876178,54441,1410,4.53333,2020-12-01,Owned
13282,552478,8033,9217,8.0,2012-11-01,Owned
35221,1454888,21033,10501,7.0,2007-04-01,
117588,4593150,64022,3616,7.0,2007-07-01,
43542,1800746,25897,1234,8.0,2011-08-01,Owned
51489,2131780,30693,10997,5.0,2012-04-01,Owned
30031,1241421,17905,12942,7.0,2021-11-01,
13442,559590,8136,17405,8.0,2017-05-01,Owned
544,21181,296,223,8.0,2006-05-01,Owned
21164,868152,12608,5455,7.0,2006-08-01,
37848,1562160,22637,3510,1.0,2013-12-01,
14478,604847,8818,1353,9.0,2009-02-01,Owned
60357,2468564,35264,805,6.0,2018-09-01,Prev. Owned
88634,3517113,49510,1198,5.0,2008-06-01,
90515,3586846,50497,2425,1.0,2005-11-01,
32860,1353691,19593,3352,6.0,2008-03-01,Owned
4720,200950,2978,1231,5.5,2019-12-01,Owned
108740,4260487,59590,1234,8.0,2011-08-01,Owned
49291,2043992,29461,2521,6.0,2015-09-01,Owned
9262,380064,5606,13308,6.0,2013-01-01,Owned
61651,2512788,35891,5,5.0,2019-01-01,Owned
109271,4281782,59871,1115,6.0,2012-04-01,
91308,3616135,50877,5457,3.0,2014-06-01,
10067,416168,6111,10997,6.0,2009-02-01,
11677,487672,7131,1543,3.0,2005-03-01,Owned
45150,1873778,26969,27,8.0,2013-01-01,Owned
46811,1946694,28046,5941,5.0,2017-01-01,Prev. Owned
74347,3003384,42644,13308,6.0,2006-02-01,Want In Trade Wishlist(2)  (Love to have)
89390,3546858,49926,256,6.0,2006-01-01,
97804,3859177,54169,1353,6.0,2014-06-01,
11575,482550,7058,13308,5.0,2016-08-01,Owned
60164,2461175,35157,118,7.0,2012-10-01,Owned
89035,3534435,49758,42,7.4,2009-03-01,Owned
58210,2386316,34176,42,7.0,2021-11-01,
33295,1373565,19866,49,6.5,2010-01-01,
76756,3085075,43656,5,8.0,2012-03-01,
35434,1462369,21149,5457,4.5,2018-03-01,Owned
72184,2928887,41626,8170,6.0,2010-02-01,Prev. Owned
35835,1478211,21396,12002,7.0,2009-12-01,Prev. Owned
74563,3009578,42714,2308,5.5,2011-02-01,
47051,1956442,28171,5048,1.0,2010-02-01,Owned
21322,876731,12750,9217,7.0,2015-03-01,Owned
57618,2366561,33923,16395,6.0,2012-11-01,Prev. Owned
9760,403805,5940,1353,8.0,2003-08-01,Owned
6588,273331,4015,1987,6.5,2003-06-01,
20746,852022,12376,805,7.5,2018-03-01,
124184,4904911,18109,6506,6.0,2010-01-01,
104053,4086330,57264,464,7.0,2011-04-01,Owned
45944,1908578,27451,12902,7.0,2011-05-01,
18901,775354,11319,2425,7.0,2018-04-01,
35126,1451900,20995,27,3.0,2007-12-01,
91991,3645192,51286,5048,7.0,2005-08-01,
93313,3692586,51926,1198,8.0,2010-04-01,Owned
115335,4511208,62926,1345,7.0,2009-07-01,
120415,4702122,65497,11634,5.0,2015-06-01,
18243,752203,10999,12002,8.0,2010-10-01,Owned
76209,3065714,43433,49,6.0,2019-06-01,Prev. Owned
100270,3957037,55557,9217,3.0,2010-05-01,
81266,3246862,45823,9217,7.1,2013-01-01,Owned
29600,1221509,17604,12902,8.0,2018-04-01,Owned
18382,756129,11061,1353,7.0,2009-04-01,
109494,4290446,59988,118,9.0,2014-02-01,Owned
45781,1900890,27347,5048,4.5,2013-01-01,Owned
104306,4095360,57368,9238,8.04,2009-10-01,
58157,2385311,34165,4815,2.0,2003-07-01,
55638,2295264,32927,5,8.0,2010-04-01,
105814,4152060,58158,5,7.5,2018-09-01,
45053,1868536,26885,1231,8.0,2017-07-01,Owned
75764,3049396,43222,1234,6.0,2012-06-01,Owned
89340,3545749,49914,5039,7.0,2016-08-01,Owned
72438,2938835,41755,5,6.5,2011-08-01,
100637,3969822,55741,12942,7.6,2018-12-01,Owned
92136,3650438,51365,2846,7.0,2003-11-01,Owned
66620,2705096,38584,42,9.0,2019-08-01,Owned
53584,2214679,31839,118,3.0,2013-01-01,
117585,4592508,64015,1353,6.5,2009-12-01,Owned
33625,1389774,20139,155,7.5,2014-01-01,
99798,3939358,55327,5,8.0,2015-10-01,Prev. Owned
92864,3675604,51704,17278,5.0,2011-11-01,Owned
35015,1447752,20943,1751,4.0,2019-12-01,Owned
124377,4924098,14025,13291,7.0,2018-05-01,Owned
40601,1671526,24102,9203,8.0,2009-01-01,Owned
13229,551114,8017,42,8.0,2013-01-01,
5462,228132,3361,12422,4.0,2006-09-01,
26254,1077106,15581,5716,5.0,2005-07-01,
36595,1510132,21861,2425,2.0,2006-08-01,
35115,1451758,20995,986,4.0,2007-11-01,
21020,863271,12535,904,7.0,2006-11-01,
54281,2239958,32183,12942,7.5,2012-10-01,Owned
829,35819,516,5,7.0,2016-11-01,
15098,630697,9213,9217,7.0,2010-02-01,
58336,2392082,34252,904,6.5,2012-01-01,
104379,4099051,57418,12002,8.0,2005-11-01,
67256,2736015,39045,3089,8.0,2014-03-01,Owned
91380,3618576,50908,9217,7.0,2015-12-01,Want To Play
13313,553633,8049,14808,6.2,2007-03-01,
114663,4483294,62556,105,6.5,2013-11-01,Owned
28963,1193958,17203,2818,6.0,2007-04-01,Owned
96202,3798910,53342,2425,3.0,2020-04-01,Owned
47394,1971046,28406,48,8.0,2004-08-01,
62107,2527806,36077,3737,5.0,2014-05-01,Owned
120279,4696441,65424,3737,5.0,2017-01-01,Owned
79595,3185154,44978,904,7.5,2011-10-01,Owned
36793,1517948,21961,12942,6.5,2010-08-01,Owned
42430,1752026,25226,8196,8.0,2012-01-01,Owned
60581,2475851,35355,5716,6.5,2008-09-01,
36986,1525780,22074,1115,4.7,2017-01-01,Owned
32291,1330028,19240,12942,6.0,2021-09-01,
28016,1149953,16593,10997,8.4,2006-09-01,
108214,4240998,59334,2521,7.5,2004-03-01,
64351,2609053,37157,491,9.0,2018-11-01,Owned
95797,3782220,53125,1382,7.0,2018-07-01,Want In Trade Want To Buy
